,custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pastEmail,responded,p_last_mon
77,"(48.4, 56.0]",management,married,university.degree,no,yes,yes,telephone,may,mon,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
78,"(25.6, 33.2]",self-employed,married,university.degree,no,no,no,cellular,sep,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-3.4048, -2.92]","(92.198434, 92.45760000000001]","(-31.68, -29.29]","(0.629589, 1.0751]","(5016.5, 5042.950000000001]","(-0.025, 2.5]",False,False
79,"(56.0, 63.599999999999994]",admin.,married,Basic,no,no,yes,cellular,jul,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
80,"(25.6, 33.2]",admin.,married,university.degree,no,yes,no,cellular,sep,thu,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-1.48, -1.0]","(93.9972, 94.25380000000001]","(-38.849999999999994, -36.46]","(0.629589, 1.0751]","(4963.3355, 4990.05]","(-0.025, 2.5]",True,False
81,"(25.6, 33.2]",admin.,married,university.degree,no,no,no,cellular,aug,fri,"(4.9, 8.8]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.2274, 93.48400000000001]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
82,"(33.2, 40.8]",blue-collar,married,Basic,no,no,no,telephone,jun,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(94.25380000000001, 94.5104]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
83,"(33.2, 40.8]",admin.,single,university.degree,no,no,no,cellular,jul,thu,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
84,"(25.6, 33.2]",technician,single,Basic,no,yes,no,cellular,sep,fri,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-3.4048, -2.92]","(92.198434, 92.45760000000001]","(-31.68, -29.29]","(0.629589, 1.0751]","(5016.5, 5042.950000000001]","(-0.025, 2.5]",False,False
85,"(56.0, 63.599999999999994]",blue-collar,married,Basic,no,yes,no,telephone,jun,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(94.25380000000001, 94.5104]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
86,"(25.6, 33.2]",technician,single,professional.course,no,yes,no,cellular,sep,fri,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-1.48, -1.0]","(93.9972, 94.25380000000001]","(-38.849999999999994, -36.46]","(0.629589, 1.0751]","(4963.3355, 4990.05]","(-0.025, 2.5]",True,False
87,"(40.8, 48.4]",housemaid,single,Basic,no,no,no,cellular,nov,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-0.52, -0.040000000000000036]","(92.97080000000001, 93.2274]","(-43.629999999999995, -41.239999999999995]","(3.7216999999999993, 4.1628]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
88,"(25.6, 33.2]",admin.,married,high.school,no,no,yes,telephone,jun,mon,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-1.96, -1.48]","(93.9972, 94.25380000000001]","(-41.239999999999995, -38.849999999999994]","(0.629589, 1.0751]","(4990.05, 5016.5]","(-0.025, 2.5]",False,False
89,"(25.6, 33.2]",unemployed,divorced,high.school,no,no,no,cellular,nov,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-0.52, -0.040000000000000036]","(92.97080000000001, 93.2274]","(-43.629999999999995, -41.239999999999995]","(3.7216999999999993, 4.1628]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
90,"(33.2, 40.8]",admin.,single,university.degree,no,yes,no,telephone,may,fri,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
91,"(33.2, 40.8]",self-employed,divorced,high.school,no,no,no,cellular,sep,tue,"(0.961, 4.9]","(-0.032, 3.2]","(0.5, 1.0]",success,"(-3.4048, -2.92]","(92.198434, 92.45760000000001]","(-31.68, -29.29]","(0.629589, 1.0751]","(5016.5, 5042.950000000001]","(-0.025, 2.5]",True,True
92,"(48.4, 56.0]",services,married,high.school,no,no,no,cellular,aug,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.2274, 93.48400000000001]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
93,"(33.2, 40.8]",services,single,Basic,no,yes,no,cellular,may,wed,"(0.961, 4.9]","(28.8, 32.0]","(0.5, 1.0]",failure,"(-1.96, -1.48]","(92.7142, 92.97080000000001]","(-48.41, -46.019999999999996]","(1.0751, 1.5162]","(5095.85, 5122.3]","(-0.025, 2.5]",False,False
94,"(33.2, 40.8]",management,married,university.degree,no,yes,no,cellular,may,mon,"(4.9, 8.8]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-1.96, -1.48]","(92.7142, 92.97080000000001]","(-48.41, -46.019999999999996]","(1.0751, 1.5162]","(5095.85, 5122.3]","(-0.025, 2.5]",False,False
95,"(33.2, 40.8]",blue-collar,married,Basic,no,yes,no,cellular,jun,mon,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-2.92, -2.44]","(92.7142, 92.97080000000001]","(-41.239999999999995, -38.849999999999994]","(1.0751, 1.5162]","(5069.400000000001, 5095.85]","(-0.025, 2.5]",False,False
96,"(25.6, 33.2]",admin.,single,high.school,no,yes,no,cellular,jul,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
97,"(33.2, 40.8]",blue-collar,married,Basic,no,no,no,telephone,may,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
98,"(25.6, 33.2]",technician,single,professional.course,no,no,yes,telephone,jul,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-1.96, -1.48]","(93.9972, 94.25380000000001]","(-41.239999999999995, -38.849999999999994]","(0.629589, 1.0751]","(4990.05, 5016.5]","(-0.025, 2.5]",False,False
99,"(48.4, 56.0]",services,divorced,professional.course,no,no,no,telephone,may,mon,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
100,"(25.6, 33.2]",admin.,single,university.degree,no,yes,yes,cellular,mar,mon,"(4.9, 8.8]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-1.96, -1.48]","(92.7142, 92.97080000000001]","(-50.823899999999995, -48.41]","(1.5162, 1.9572999999999996]","(5095.85, 5122.3]","(-0.025, 2.5]",False,False
101,"(40.8, 48.4]",services,married,Basic,no,no,no,telephone,may,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
102,"(33.2, 40.8]",technician,married,high.school,no,yes,yes,cellular,may,fri,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-1.96, -1.48]","(92.7142, 92.97080000000001]","(-48.41, -46.019999999999996]","(1.0751, 1.5162]","(5095.85, 5122.3]","(-0.025, 2.5]",True,False
103,"(17.924, 25.6]",unemployed,married,university.degree,no,no,no,cellular,jun,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-2.92, -2.44]","(92.7142, 92.97080000000001]","(-41.239999999999995, -38.849999999999994]","(1.0751, 1.5162]","(5069.400000000001, 5095.85]","(-0.025, 2.5]",True,False
104,"(33.2, 40.8]",admin.,single,university.degree,no,yes,no,cellular,jul,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
105,"(40.8, 48.4]",blue-collar,married,Basic,no,no,no,telephone,jul,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
106,"(25.6, 33.2]",services,married,high.school,no,no,no,cellular,jul,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
107,"(40.8, 48.4]",services,married,Basic,no,no,no,telephone,jul,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
108,"(56.0, 63.599999999999994]",admin.,divorced,high.school,no,yes,yes,cellular,jul,mon,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
109,"(40.8, 48.4]",blue-collar,divorced,Basic,no,yes,no,cellular,jul,mon,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
110,"(25.6, 33.2]",technician,single,professional.course,no,no,no,cellular,jul,thu,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
111,"(40.8, 48.4]",technician,married,high.school,no,yes,no,cellular,nov,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-0.52, -0.040000000000000036]","(92.97080000000001, 93.2274]","(-43.629999999999995, -41.239999999999995]","(3.7216999999999993, 4.1628]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
112,"(40.8, 48.4]",blue-collar,married,Basic,no,no,no,telephone,jun,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(94.25380000000001, 94.5104]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
113,"(40.8, 48.4]",housemaid,divorced,university.degree,no,no,no,telephone,may,tue,"(4.9, 8.8]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
114,"(33.2, 40.8]",technician,single,professional.course,no,no,yes,cellular,aug,fri,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.2274, 93.48400000000001]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
115,"(33.2, 40.8]",blue-collar,divorced,Basic,no,yes,no,telephone,jun,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(94.25380000000001, 94.5104]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
116,"(25.6, 33.2]",services,married,high.school,no,yes,no,cellular,nov,thu,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-0.52, -0.040000000000000036]","(92.97080000000001, 93.2274]","(-43.629999999999995, -41.239999999999995]","(3.7216999999999993, 4.1628]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
117,"(40.8, 48.4]",self-employed,married,university.degree,no,yes,no,cellular,jul,mon,"(8.8, 12.7]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
118,"(33.2, 40.8]",admin.,married,high.school,no,yes,no,telephone,may,mon,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
119,"(33.2, 40.8]",technician,married,university.degree,no,no,no,cellular,aug,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.2274, 93.48400000000001]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
120,"(48.4, 56.0]",technician,married,Basic,no,no,no,telephone,jun,fri,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-2.92, -2.44]","(92.7142, 92.97080000000001]","(-41.239999999999995, -38.849999999999994]","(1.0751, 1.5162]","(5069.400000000001, 5095.85]","(-0.025, 2.5]",True,False
121,"(40.8, 48.4]",housemaid,married,Basic,no,yes,yes,cellular,jul,thu,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
122,"(25.6, 33.2]",unemployed,married,Basic,no,no,no,telephone,may,fri,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
123,"(48.4, 56.0]",technician,divorced,professional.course,no,yes,no,cellular,apr,fri,"(0.961, 4.9]","(28.8, 32.0]","(0.5, 1.0]",failure,"(-1.96, -1.48]","(92.97080000000001, 93.2274]","(-48.41, -46.019999999999996]","(1.0751, 1.5162]","(5095.85, 5122.3]","(-0.025, 2.5]",False,False
124,"(40.8, 48.4]",self-employed,divorced,professional.course,no,yes,no,cellular,may,thu,"(0.961, 4.9]","(28.8, 32.0]","(1.5, 2.0]",failure,"(-1.96, -1.48]","(92.7142, 92.97080000000001]","(-48.41, -46.019999999999996]","(1.0751, 1.5162]","(5095.85, 5122.3]","(2.5, 5.0]",False,False
125,"(48.4, 56.0]",retired,married,Basic,no,yes,no,telephone,jun,fri,"(16.6, 20.5]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(94.25380000000001, 94.5104]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
126,"(33.2, 40.8]",management,married,university.degree,no,no,no,cellular,apr,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-1.96, -1.48]","(92.97080000000001, 93.2274]","(-48.41, -46.019999999999996]","(1.0751, 1.5162]","(5095.85, 5122.3]","(-0.025, 2.5]",True,False
127,"(33.2, 40.8]",blue-collar,married,Basic,no,yes,no,telephone,may,mon,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",True,False
128,"(40.8, 48.4]",blue-collar,married,Basic,no,yes,no,cellular,aug,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.2274, 93.48400000000001]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
129,"(40.8, 48.4]",admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,"(8.8, 12.7]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(94.25380000000001, 94.5104]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
130,"(78.8, 86.39999999999999]",retired,married,Basic,no,no,yes,cellular,nov,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-3.4048, -2.92]","(92.45760000000001, 92.7142]","(-31.68, -29.29]","(0.629589, 1.0751]","(5016.5, 5042.950000000001]","(-0.025, 2.5]",True,False
131,"(78.8, 86.39999999999999]",retired,divorced,Basic,no,yes,no,cellular,sep,thu,"(0.961, 4.9]","(28.8, 32.0]","(0.5, 1.0]",failure,"(-1.48, -1.0]","(93.9972, 94.25380000000001]","(-38.849999999999994, -36.46]","(0.629589, 1.0751]","(4963.3355, 4990.05]","(-0.025, 2.5]",True,False
132,"(25.6, 33.2]",services,married,high.school,no,yes,no,cellular,may,fri,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-1.96, -1.48]","(92.7142, 92.97080000000001]","(-48.41, -46.019999999999996]","(1.0751, 1.5162]","(5095.85, 5122.3]","(-0.025, 2.5]",False,False
133,"(33.2, 40.8]",technician,single,professional.course,no,yes,no,cellular,aug,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.2274, 93.48400000000001]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
134,"(56.0, 63.599999999999994]",admin.,divorced,Basic,no,yes,yes,cellular,jul,mon,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
135,"(40.8, 48.4]",services,married,Basic,no,yes,yes,telephone,may,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
136,"(25.6, 33.2]",admin.,single,high.school,no,no,no,cellular,jun,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-2.92, -2.44]","(92.7142, 92.97080000000001]","(-41.239999999999995, -38.849999999999994]","(1.0751, 1.5162]","(5069.400000000001, 5095.85]","(-0.025, 2.5]",True,False
137,"(25.6, 33.2]",technician,single,professional.course,no,no,no,cellular,jun,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-2.92, -2.44]","(92.7142, 92.97080000000001]","(-41.239999999999995, -38.849999999999994]","(1.0751, 1.5162]","(5069.400000000001, 5095.85]","(-0.025, 2.5]",True,False
138,"(25.6, 33.2]",admin.,married,high.school,no,no,no,telephone,jun,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(94.25380000000001, 94.5104]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
139,"(40.8, 48.4]",blue-collar,married,Basic,no,yes,no,telephone,may,thu,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
140,"(33.2, 40.8]",management,married,high.school,no,no,no,cellular,may,fri,"(0.961, 4.9]","(28.8, 32.0]","(0.5, 1.0]",failure,"(-1.96, -1.48]","(92.7142, 92.97080000000001]","(-48.41, -46.019999999999996]","(1.0751, 1.5162]","(5095.85, 5122.3]","(-0.025, 2.5]",False,False
141,"(25.6, 33.2]",technician,single,high.school,no,yes,no,telephone,jul,tue,"(4.9, 8.8]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-43.629999999999995, -41.239999999999995]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
142,"(40.8, 48.4]",entrepreneur,married,high.school,no,no,yes,telephone,may,fri,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
143,"(48.4, 56.0]",technician,married,professional.course,no,yes,no,telephone,may,mon,"(4.9, 8.8]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(-1.96, -1.48]","(93.74060000000001, 93.9972]","(-41.239999999999995, -38.849999999999994]","(0.629589, 1.0751]","(4990.05, 5016.5]","(-0.025, 2.5]",True,False
144,"(56.0, 63.599999999999994]",admin.,divorced,Basic,no,no,no,telephone,may,tue,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.74060000000001, 93.9972]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5175.200000000001, 5201.650000000001]","(-0.025, 2.5]",False,False
145,"(25.6, 33.2]",admin.,married,university.degree,no,no,no,cellular,aug,wed,"(0.961, 4.9]","(28.8, 32.0]","(-0.005, 0.5]",nonexistent,"(0.9200000000000004, 1.4]","(93.2274, 93.48400000000001]","(-36.46, -34.07]","(4.603899999999999, 5.045]","(5201.650000000001, 5228.1]","(-0.025, 2.5]",False,False
